Area.name,Area.code,Area.type,date,Daily.lab.confirmed.cases,Cumulative.lab.confirmed.cases
Peterborough,E06000031,Upper tier local authority,2020-03-20,5,9
Plymouth,E06000026,Upper tier local authority,2020-03-20,2,14
Portsmouth,E06000044,Upper tier local authority,2020-03-20,3,27
Reading,E06000038,Upper tier local authority,2020-03-20,0,0
Redbridge,E09000026,Upper tier local authority,2020-03-20,5,56
Redcar and Cleveland,E06000003,Upper tier local authority,2020-03-20,0,0
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-20,9,36
Rochdale,E08000005,Upper tier local authority,2020-03-20,3,18
Rotherham,E08000018,Upper tier local authority,2020-03-20,3,15
Rutland,E06000017,Upper tier local authority,2020-03-20,0,0
Salford,E08000006,Upper tier local authority,2020-03-20,9,30
Sandwell,E08000028,Upper tier local authority,2020-03-20,6,53
Sefton,E08000014,Upper tier local authority,2020-03-20,2,14
Sheffield,E08000019,Upper tier local authority,2020-03-20,25,132
Shropshire,E06000051,Upper tier local authority,2020-03-20,5,33
Slough,E06000039,Upper tier local authority,2020-03-20,5,48
Solihull,E08000029,Upper tier local authority,2020-03-20,4,14
Somerset,E10000027,Upper tier local authority,2020-03-20,3,19
South Gloucestershire,E06000025,Upper tier local authority,2020-03-20,0,0
South Tyneside,E08000023,Upper tier local authority,2020-03-20,2,6
Southampton,E06000045,Upper tier local authority,2020-03-20,3,17
Southend-on-Sea,E06000033,Upper tier local authority,2020-03-20,0,0
Southwark,E09000028,Upper tier local authority,2020-03-20,23,168
St. Helens,E08000013,Upper tier local authority,2020-03-20,4,10
Staffordshire,E10000028,Upper tier local authority,2020-03-20,15,79
Stockport,E08000007,Upper tier local authority,2020-03-20,2,37
Stockton-on-Tees,E06000004,Upper tier local authority,2020-03-20,2,12
Stoke-on-Trent,E06000021,Upper tier local authority,2020-03-20,1,7
Suffolk,E10000029,Upper tier local authority,2020-03-20,6,29
Sunderland,E08000024,Upper tier local authority,2020-03-20,3,12
Surrey,E10000030,Upper tier local authority,2020-03-20,26,174
Sutton,E09000029,Upper tier local authority,2020-03-20,10,39
Swindon,E06000030,Upper tier local authority,2020-03-20,1,9
Tameside,E08000008,Upper tier local authority,2020-03-20,2,28
Telford and Wrekin,E06000020,Upper tier local authority,2020-03-20,1,12
Thurrock,E06000034,Upper tier local authority,2020-03-20,0,0
Torbay,E06000027,Upper tier local authority,2020-03-20,5,15
Tower Hamlets,E09000030,Upper tier local authority,2020-03-20,11,66
Trafford,E08000009,Upper tier local authority,2020-03-20,7,32
Wakefield,E08000036,Upper tier local authority,2020-03-20,2,12
Walsall,E08000030,Upper tier local authority,2020-03-20,9,49
Waltham Forest,E09000031,Upper tier local authority,2020-03-20,13,55
Wandsworth,E09000032,Upper tier local authority,2020-03-20,23,153
Warrington,E06000007,Upper tier local authority,2020-03-20,1,7
Warwickshire,E10000031,Upper tier local authority,2020-03-20,12,71
West Berkshire,E06000037,Upper tier local authority,2020-03-20,3,14
West Sussex,E10000032,Upper tier local authority,2020-03-20,8,56
Westminster,E09000033,Upper tier local authority,2020-03-20,15,132
Wigan,E08000010,Upper tier local authority,2020-03-20,1,11
Wiltshire,E06000054,Upper tier local authority,2020-03-20,4,31
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-20,5,29
Wirral,E08000015,Upper tier local authority,2020-03-20,2,13
Wokingham,E06000041,Upper tier local authority,2020-03-20,2,21
Wolverhampton,E08000031,Upper tier local authority,2020-03-20,15,87
Worcestershire,E10000034,Upper tier local authority,2020-03-20,14,56
York,E06000014,Upper tier local authority,2020-03-20,1,12
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-21,10,52
Barnet,E09000003,Upper tier local authority,2020-03-21,18,151
Barnsley,E08000016,Upper tier local authority,2020-03-21,4,22
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-21,1,17
Bedford,E06000055,Upper tier local authority,2020-03-21,1,8
Bexley,E09000004,Upper tier local authority,2020-03-21,4,53
Birmingham,E08000025,Upper tier local authority,2020-03-21,30,243
Blackburn with Darwen,E06000008,Upper tier local authority,2020-03-21,0,0
Blackpool,E06000009,Upper tier local authority,2020-03-21,1,8
Bolton,E08000001,Upper tier local authority,2020-03-21,1,21
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-21,3,15
Bracknell Forest,E06000036,Upper tier local authority,2020-03-21,5,13
Bradford,E08000032,Upper tier local authority,2020-03-21,3,17
Brent,E09000005,Upper tier local authority,2020-03-21,18,164
Brighton and Hove,E06000043,Upper tier local authority,2020-03-21,3,24
"Bristol, City of",E06000023,Upper tier local authority,2020-03-21,8,36
Bromley,E09000006,Upper tier local authority,2020-03-21,16,102
Buckinghamshire,E10000002,Upper tier local authority,2020-03-21,11,84
Bury,E08000002,Upper tier local authority,2020-03-21,2,17
Calderdale,E08000033,Upper tier local authority,2020-03-21,2,7
Cambridgeshire,E10000003,Upper tier local authority,2020-03-21,9,52
Camden,E09000007,Upper tier local authority,2020-03-21,15,77
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-21,3,26
Cheshire East,E06000049,Upper tier local authority,2020-03-21,3,27
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-21,1,21
City of London,E09000001,Upper tier local authority,2020-03-21,0,0
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-03-21,3,32
County Durham,E06000047,Upper tier local authority,2020-03-21,3,15
Coventry,E08000026,Upper tier local authority,2020-03-21,9,36
Croydon,E09000008,Upper tier local authority,2020-03-21,25,148
Cumbria,E10000006,Upper tier local authority,2020-03-21,23,140
Darlington,E06000005,Upper tier local authority,2020-03-21,0,0
Derby,E06000015,Upper tier local authority,2020-03-21,8,45
Derbyshire,E10000007,Upper tier local authority,2020-03-21,20,121
Devon,E10000008,Upper tier local authority,2020-03-21,1,48
Doncaster,E08000017,Upper tier local authority,2020-03-21,0,0
Dorset,E06000059,Upper tier local authority,2020-03-21,3,19
Dudley,E08000027,Upper tier local authority,2020-03-21,6,53
Ealing,E09000009,Upper tier local authority,2020-03-21,11,125
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-03-21,0,0
East Sussex,E10000011,Upper tier local authority,2020-03-21,4,28
Enfield,E09000010,Upper tier local authority,2020-03-21,8,94
Essex,E10000012,Upper tier local authority,2020-03-21,19,106
Gateshead,E08000037,Upper tier local authority,2020-03-21,2,5
Gloucestershire,E10000013,Upper tier local authority,2020-03-21,9,50
Greenwich,E09000011,Upper tier local authority,2020-03-21,18,96
Hackney,E09000012,Upper tier local authority,2020-03-21,5,70
Halton,E06000006,Upper tier local authority,2020-03-21,0,0
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-21,12,72
Hampshire,E10000014,Upper tier local authority,2020-03-21,23,212
Haringey,E09000014,Upper tier local authority,2020-03-21,11,83
Harrow,E09000015,Upper tier local authority,2020-03-21,18,131
Hartlepool,E06000001,Upper tier local authority,2020-03-21,0,0
Havering,E09000016,Upper tier local authority,2020-03-21,6,46
"Herefordshire, County of",E06000019,Upper tier local authority,2020-03-21,0,0
Hertfordshire,E10000015,Upper tier local authority,2020-03-21,20,161
Hillingdon,E09000017,Upper tier local authority,2020-03-21,9,87
Hounslow,E09000018,Upper tier local authority,2020-03-21,14,88
Isle of Wight,E06000046,Upper tier local authority,2020-03-21,1,4
Islington,E09000019,Upper tier local authority,2020-03-21,8,73
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-21,5,92
Kent,E10000016,Upper tier local authority,2020-03-21,7,101
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-03-21,3,4
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-21,1,36
Kirklees,E08000034,Upper tier local authority,2020-03-21,3,21
Knowsley,E08000011,Upper tier local authority,2020-03-21,3,9
Lambeth,E09000022,Upper tier local authority,2020-03-21,18,191
Lancashire,E10000017,Upper tier local authority,2020-03-21,9,69
Leeds,E08000035,Upper tier local authority,2020-03-21,6,41
Leicester,E06000016,Upper tier local authority,2020-03-21,5,26
Leicestershire,E10000018,Upper tier local authority,2020-03-21,9,67
Lewisham,E09000023,Upper tier local authority,2020-03-21,8,103
Lincolnshire,E10000019,Upper tier local authority,2020-03-21,4,32
Liverpool,E08000012,Upper tier local authority,2020-03-21,14,59
Luton,E06000032,Upper tier local authority,2020-03-21,2,29
Manchester,E08000003,Upper tier local authority,2020-03-21,3,42
Medway,E06000035,Upper tier local authority,2020-03-21,10,32
Merton,E09000024,Upper tier local authority,2020-03-21,7,90
Middlesbrough,E06000002,Upper tier local authority,2020-03-21,1,5
Milton Keynes,E06000042,Upper tier local authority,2020-03-21,4,33
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-21,9,44
Newham,E09000025,Upper tier local authority,2020-03-21,6,73
Norfolk,E10000020,Upper tier local authority,2020-03-21,6,43
North East Lincolnshire,E06000012,Upper tier local authority,2020-03-21,1,3
North Lincolnshire,E06000013,Upper tier local authority,2020-03-21,0,0
North Somerset,E06000024,Upper tier local authority,2020-03-21,1,20
North Tyneside,E08000022,Upper tier local authority,2020-03-21,0,0
North Yorkshire,E10000023,Upper tier local authority,2020-03-21,11,41
Northamptonshire,E10000021,Upper tier local authority,2020-03-21,7,52
Northumberland,E06000057,Upper tier local authority,2020-03-21,0,0
Nottingham,E06000018,Upper tier local authority,2020-03-21,6,41
Nottinghamshire,E10000024,Upper tier local authority,2020-03-21,10,82
Oldham,E08000004,Upper tier local authority,2020-03-21,10,34
Oxfordshire,E10000025,Upper tier local authority,2020-03-21,6,76
Peterborough,E06000031,Upper tier local authority,2020-03-21,3,12
Plymouth,E06000026,Upper tier local authority,2020-03-21,2,16
Portsmouth,E06000044,Upper tier local authority,2020-03-21,1,28
Reading,E06000038,Upper tier local authority,2020-03-21,3,19
Redbridge,E09000026,Upper tier local authority,2020-03-21,10,66
Redcar and Cleveland,E06000003,Upper tier local authority,2020-03-21,1,4
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-21,2,38
Rochdale,E08000005,Upper tier local authority,2020-03-21,6,24
Rotherham,E08000018,Upper tier local authority,2020-03-21,4,19
Rutland,E06000017,Upper tier local authority,2020-03-21,0,0
Salford,E08000006,Upper tier local authority,2020-03-21,8,38
Sandwell,E08000028,Upper tier local authority,2020-03-21,7,60
Sefton,E08000014,Upper tier local authority,2020-03-21,2,16
Sheffield,E08000019,Upper tier local authority,2020-03-21,37,169
Shropshire,E06000051,Upper tier local authority,2020-03-21,2,35
Slough,E06000039,Upper tier local authority,2020-03-21,2,50
Solihull,E08000029,Upper tier local authority,2020-03-21,4,18
Somerset,E10000027,Upper tier local authority,2020-03-21,3,22
South Gloucestershire,E06000025,Upper tier local authority,2020-03-21,3,20
South Tyneside,E08000023,Upper tier local authority,2020-03-21,2,8
Southampton,E06000045,Upper tier local authority,2020-03-21,6,23
Southend-on-Sea,E06000033,Upper tier local authority,2020-03-21,1,9
Southwark,E09000028,Upper tier local authority,2020-03-21,13,181
St. Helens,E08000013,Upper tier local authority,2020-03-21,2,12
Staffordshire,E10000028,Upper tier local authority,2020-03-21,18,97
Stockport,E08000007,Upper tier local authority,2020-03-21,6,43
Stockton-on-Tees,E06000004,Upper tier local authority,2020-03-21,0,0
Stoke-on-Trent,E06000021,Upper tier local authority,2020-03-21,2,9
Suffolk,E10000029,Upper tier local authority,2020-03-21,5,34
Sunderland,E08000024,Upper tier local authority,2020-03-21,5,17
Surrey,E10000030,Upper tier local authority,2020-03-21,24,198
Sutton,E09000029,Upper tier local authority,2020-03-21,5,44
Swindon,E06000030,Upper tier local authority,2020-03-21,0,0
Tameside,E08000008,Upper tier local authority,2020-03-21,8,36
Telford and Wrekin,E06000020,Upper tier local authority,2020-03-21,2,14
Thurrock,E06000034,Upper tier local authority,2020-03-21,3,17
Torbay,E06000027,Upper tier local authority,2020-03-21,1,16
Tower Hamlets,E09000030,Upper tier local authority,2020-03-21,8,74
Trafford,E08000009,Upper tier local authority,2020-03-21,4,36
Wakefield,E08000036,Upper tier local authority,2020-03-21,2,14
Walsall,E08000030,Upper tier local authority,2020-03-21,12,61
Waltham Forest,E09000031,Upper tier local authority,2020-03-21,12,67
Wandsworth,E09000032,Upper tier local authority,2020-03-21,16,169
Warrington,E06000007,Upper tier local authority,2020-03-21,1,8
Warwickshire,E10000031,Upper tier local authority,2020-03-21,9,80
West Berkshire,E06000037,Upper tier local authority,2020-03-21,7,21
West Sussex,E10000032,Upper tier local authority,2020-03-21,10,66
Westminster,E09000033,Upper tier local authority,2020-03-21,13,145
Wigan,E08000010,Upper tier local authority,2020-03-21,4,15
Wiltshire,E06000054,Upper tier local authority,2020-03-21,4,35
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-21,2,31
Wirral,E08000015,Upper tier local authority,2020-03-21,3,16
Wokingham,E06000041,Upper tier local authority,2020-03-21,0,0
Wolverhampton,E08000031,Upper tier local authority,2020-03-21,11,98
Worcestershire,E10000034,Upper tier local authority,2020-03-21,13,69
York,E06000014,Upper tier local authority,2020-03-21,1,13
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-22,8,60
Barnet,E09000003,Upper tier local authority,2020-03-22,25,176
Barnsley,E08000016,Upper tier local authority,2020-03-22,7,29
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-22,2,19
Bedford,E06000055,Upper tier local authority,2020-03-22,5,13
Bexley,E09000004,Upper tier local authority,2020-03-22,10,63
Birmingham,E08000025,Upper tier local authority,2020-03-22,26,269
Blackburn with Darwen,E06000008,Upper tier local authority,2020-03-22,1,4
Blackpool,E06000009,Upper tier local authority,2020-03-22,0,0
Bolton,E08000001,Upper tier local authority,2020-03-22,3,24
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-22,1,16
Bracknell Forest,E06000036,Upper tier local authority,2020-03-22,2,15
Bradford,E08000032,Upper tier local authority,2020-03-22,3,20
Brent,E09000005,Upper tier local authority,2020-03-22,26,190
Brighton and Hove,E06000043,Upper tier local authority,2020-03-22,3,27
"Bristol, City of",E06000023,Upper tier local authority,2020-03-22,5,41
Bromley,E09000006,Upper tier local authority,2020-03-22,24,126
Buckinghamshire,E10000002,Upper tier local authority,2020-03-22,12,96
Bury,E08000002,Upper tier local authority,2020-03-22,7,24
Calderdale,E08000033,Upper tier local authority,2020-03-22,0,0
Cambridgeshire,E10000003,Upper tier local authority,2020-03-22,5,57
Camden,E09000007,Upper tier local authority,2020-03-22,11,88
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-22,6,32
Cheshire East,E06000049,Upper tier local authority,2020-03-22,5,32
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-22,3,24
City of London,E09000001,Upper tier local authority,2020-03-22,0,0
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-03-22,3,35
County Durham,E06000047,Upper tier local authority,2020-03-22,3,18
Coventry,E08000026,Upper tier local authority,2020-03-22,6,42
Croydon,E09000008,Upper tier local authority,2020-03-22,24,172
Cumbria,E10000006,Upper tier local authority,2020-03-22,16,156
Darlington,E06000005,Upper tier local authority,2020-03-22,0,0
Derby,E06000015,Upper tier local authority,2020-03-22,14,59
Derbyshire,E10000007,Upper tier local authority,2020-03-22,22,143
Devon,E10000008,Upper tier local authority,2020-03-22,4,52
Doncaster,E08000017,Upper tier local authority,2020-03-22,8,23
Dorset,E06000059,Upper tier local authority,2020-03-22,6,25
Dudley,E08000027,Upper tier local authority,2020-03-22,9,62
Ealing,E09000009,Upper tier local authority,2020-03-22,18,143
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-03-22,2,18
East Sussex,E10000011,Upper tier local authority,2020-03-22,4,32
Enfield,E09000010,Upper tier local authority,2020-03-22,18,112
Essex,E10000012,Upper tier local authority,2020-03-22,30,136
Gateshead,E08000037,Upper tier local authority,2020-03-22,0,0
Gloucestershire,E10000013,Upper tier local authority,2020-03-22,8,58
Greenwich,E09000011,Upper tier local authority,2020-03-22,6,102
Hackney,E09000012,Upper tier local authority,2020-03-22,14,84
Halton,E06000006,Upper tier local authority,2020-03-22,0,0
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-22,14,86
Hampshire,E10000014,Upper tier local authority,2020-03-22,35,247
Haringey,E09000014,Upper tier local authority,2020-03-22,11,94
Harrow,E09000015,Upper tier local authority,2020-03-22,15,146
Hartlepool,E06000001,Upper tier local authority,2020-03-22,0,0
Havering,E09000016,Upper tier local authority,2020-03-22,12,58
"Herefordshire, County of",E06000019,Upper tier local authority,2020-03-22,3,15
Hertfordshire,E10000015,Upper tier local authority,2020-03-22,13,174
Hillingdon,E09000017,Upper tier local authority,2020-03-22,10,97
Hounslow,E09000018,Upper tier local authority,2020-03-22,8,96
Isle of Wight,E06000046,Upper tier local authority,2020-03-22,4,8
Islington,E09000019,Upper tier local authority,2020-03-22,8,81
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-22,6,98
Kent,E10000016,Upper tier local authority,2020-03-22,21,122
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-03-22,0,0
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-22,1,37
Kirklees,E08000034,Upper tier local authority,2020-03-22,3,24
Knowsley,E08000011,Upper tier local authority,2020-03-22,2,11
Lambeth,E09000022,Upper tier local authority,2020-03-22,33,224
Lancashire,E10000017,Upper tier local authority,2020-03-22,16,85
Leeds,E08000035,Upper tier local authority,2020-03-22,11,52
Leicester,E06000016,Upper tier local authority,2020-03-22,7,33
Leicestershire,E10000018,Upper tier local authority,2020-03-22,25,92
Lewisham,E09000023,Upper tier local authority,2020-03-22,19,122
Lincolnshire,E10000019,Upper tier local authority,2020-03-22,2,34
Liverpool,E08000012,Upper tier local authority,2020-03-22,13,72
Luton,E06000032,Upper tier local authority,2020-03-22,5,34
Manchester,E08000003,Upper tier local authority,2020-03-22,4,46
Medway,E06000035,Upper tier local authority,2020-03-22,3,35
Merton,E09000024,Upper tier local authority,2020-03-22,8,98
Middlesbrough,E06000002,Upper tier local authority,2020-03-22,2,7
Milton Keynes,E06000042,Upper tier local authority,2020-03-22,2,35
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-22,5,49
Newham,E09000025,Upper tier local authority,2020-03-22,13,86
Norfolk,E10000020,Upper tier local authority,2020-03-22,6,49
North East Lincolnshire,E06000012,Upper tier local authority,2020-03-22,1,4
North Lincolnshire,E06000013,Upper tier local authority,2020-03-22,0,0
North Somerset,E06000024,Upper tier local authority,2020-03-22,0,0
North Tyneside,E08000022,Upper tier local authority,2020-03-22,2,19
North Yorkshire,E10000023,Upper tier local authority,2020-03-22,2,43
Northamptonshire,E10000021,Upper tier local authority,2020-03-22,13,65
Northumberland,E06000057,Upper tier local authority,2020-03-22,3,13
Nottingham,E06000018,Upper tier local authority,2020-03-22,9,50
Nottinghamshire,E10000024,Upper tier local authority,2020-03-22,7,89
Oldham,E08000004,Upper tier local authority,2020-03-22,5,39
Oxfordshire,E10000025,Upper tier local authority,2020-03-22,8,84
Peterborough,E06000031,Upper tier local authority,2020-03-22,4,16
Plymouth,E06000026,Upper tier local authority,2020-03-22,0,0
Portsmouth,E06000044,Upper tier local authority,2020-03-22,8,36
Reading,E06000038,Upper tier local authority,2020-03-22,3,22
Redbridge,E09000026,Upper tier local authority,2020-03-22,12,78
Redcar and Cleveland,E06000003,Upper tier local authority,2020-03-22,3,7
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-22,9,47
Rochdale,E08000005,Upper tier local authority,2020-03-22,2,26
Rotherham,E08000018,Upper tier local authority,2020-03-22,9,28
Rutland,E06000017,Upper tier local authority,2020-03-22,0,0
Salford,E08000006,Upper tier local authority,2020-03-22,7,45
Sandwell,E08000028,Upper tier local authority,2020-03-22,13,73
Sefton,E08000014,Upper tier local authority,2020-03-22,4,20
Sheffield,E08000019,Upper tier local authority,2020-03-22,43,212
Shropshire,E06000051,Upper tier local authority,2020-03-22,5,40
Slough,E06000039,Upper tier local authority,2020-03-22,6,56
Solihull,E08000029,Upper tier local authority,2020-03-22,3,21
Somerset,E10000027,Upper tier local authority,2020-03-22,2,24
South Gloucestershire,E06000025,Upper tier local authority,2020-03-22,3,23
South Tyneside,E08000023,Upper tier local authority,2020-03-22,0,0
Southampton,E06000045,Upper tier local authority,2020-03-22,4,27
Southend-on-Sea,E06000033,Upper tier local authority,2020-03-22,4,13
Southwark,E09000028,Upper tier local authority,2020-03-22,28,209
St. Helens,E08000013,Upper tier local authority,2020-03-22,2,14
Staffordshire,E10000028,Upper tier local authority,2020-03-22,14,111
Stockport,E08000007,Upper tier local authority,2020-03-22,6,49
Stockton-on-Tees,E06000004,Upper tier local authority,2020-03-22,0,0
Stoke-on-Trent,E06000021,Upper tier local authority,2020-03-22,2,11
Suffolk,E10000029,Upper tier local authority,2020-03-22,4,38
Sunderland,E08000024,Upper tier local authority,2020-03-22,2,19
Surrey,E10000030,Upper tier local authority,2020-03-22,36,234
Sutton,E09000029,Upper tier local authority,2020-03-22,9,53
Swindon,E06000030,Upper tier local authority,2020-03-22,3,12
Tameside,E08000008,Upper tier local authority,2020-03-22,4,40
Telford and Wrekin,E06000020,Upper tier local authority,2020-03-22,0,0
Thurrock,E06000034,Upper tier local authority,2020-03-22,5,22
Torbay,E06000027,Upper tier local authority,2020-03-22,1,17
Tower Hamlets,E09000030,Upper tier local authority,2020-03-22,4,78
Trafford,E08000009,Upper tier local authority,2020-03-22,9,45
Wakefield,E08000036,Upper tier local authority,2020-03-22,5,19
Walsall,E08000030,Upper tier local authority,2020-03-22,10,71
Waltham Forest,E09000031,Upper tier local authority,2020-03-22,3,70
Wandsworth,E09000032,Upper tier local authority,2020-03-22,16,185
Warrington,E06000007,Upper tier local authority,2020-03-22,2,10
Warwickshire,E10000031,Upper tier local authority,2020-03-22,7,87
West Berkshire,E06000037,Upper tier local authority,2020-03-22,1,22
West Sussex,E10000032,Upper tier local authority,2020-03-22,9,75
Westminster,E09000033,Upper tier local authority,2020-03-22,12,157
Wigan,E08000010,Upper tier local authority,2020-03-22,1,16
Wiltshire,E06000054,Upper tier local authority,2020-03-22,6,41
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-22,6,37
Wirral,E08000015,Upper tier local authority,2020-03-22,5,21
Wokingham,E06000041,Upper tier local authority,2020-03-22,3,24
Wolverhampton,E08000031,Upper tier local authority,2020-03-22,5,103
Worcestershire,E10000034,Upper tier local authority,2020-03-22,9,78
York,E06000014,Upper tier local authority,2020-03-22,0,0
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-23,11,71
Barnet,E09000003,Upper tier local authority,2020-03-23,30,206
Barnsley,E08000016,Upper tier local authority,2020-03-23,13,42
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-23,4,23
Bedford,E06000055,Upper tier local authority,2020-03-23,11,24
Bexley,E09000004,Upper tier local authority,2020-03-23,17,80
Birmingham,E08000025,Upper tier local authority,2020-03-23,65,334
Blackburn with Darwen,E06000008,Upper tier local authority,2020-03-23,3,7
Blackpool,E06000009,Upper tier local authority,2020-03-23,1,9
Bolton,E08000001,Upper tier local authority,2020-03-23,2,26
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-23,1,17
Bracknell Forest,E06000036,Upper tier local authority,2020-03-23,2,17
Bradford,E08000032,Upper tier local authority,2020-03-23,6,26
Brent,E09000005,Upper tier local authority,2020-03-23,46,236
Brighton and Hove,E06000043,Upper tier local authority,2020-03-23,4,31
"Bristol, City of",E06000023,Upper tier local authority,2020-03-23,9,50
Bromley,E09000006,Upper tier local authority,2020-03-23,35,161
Buckinghamshire,E10000002,Upper tier local authority,2020-03-23,8,104
Bury,E08000002,Upper tier local authority,2020-03-23,3,27
Calderdale,E08000033,Upper tier local authority,2020-03-23,2,9
Cambridgeshire,E10000003,Upper tier local authority,2020-03-23,14,71
Camden,E09000007,Upper tier local authority,2020-03-23,15,103
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-23,10,42
Cheshire East,E06000049,Upper tier local authority,2020-03-23,2,34
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-23,5,29
City of London,E09000001,Upper tier local authority,2020-03-23,0,0
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-03-23,6,41
County Durham,E06000047,Upper tier local authority,2020-03-23,10,28
Coventry,E08000026,Upper tier local authority,2020-03-23,11,53
Croydon,E09000008,Upper tier local authority,2020-03-23,36,208
Cumbria,E10000006,Upper tier local authority,2020-03-23,27,183
Darlington,E06000005,Upper tier local authority,2020-03-23,1,4
Derby,E06000015,Upper tier local authority,2020-03-23,16,75
Derbyshire,E10000007,Upper tier local authority,2020-03-23,32,175
Devon,E10000008,Upper tier local authority,2020-03-23,5,57
Doncaster,E08000017,Upper tier local authority,2020-03-23,3,26
Dorset,E06000059,Upper tier local authority,2020-03-23,4,29
Dudley,E08000027,Upper tier local authority,2020-03-23,17,79
Ealing,E09000009,Upper tier local authority,2020-03-23,29,172
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-03-23,5,23
East Sussex,E10000011,Upper tier local authority,2020-03-23,4,36
Enfield,E09000010,Upper tier local authority,2020-03-23,21,133
Essex,E10000012,Upper tier local authority,2020-03-23,51,187
Gateshead,E08000037,Upper tier local authority,2020-03-23,5,10
Gloucestershire,E10000013,Upper tier local authority,2020-03-23,7,65
Greenwich,E09000011,Upper tier local authority,2020-03-23,13,115
Hackney,E09000012,Upper tier local authority,2020-03-23,20,104
Halton,E06000006,Upper tier local authority,2020-03-23,0,0
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-23,14,100
Hampshire,E10000014,Upper tier local authority,2020-03-23,49,296
Haringey,E09000014,Upper tier local authority,2020-03-23,15,109
Harrow,E09000015,Upper tier local authority,2020-03-23,19,165
Hartlepool,E06000001,Upper tier local authority,2020-03-23,0,0
Havering,E09000016,Upper tier local authority,2020-03-23,10,68
"Herefordshire, County of",E06000019,Upper tier local authority,2020-03-23,6,21
Hertfordshire,E10000015,Upper tier local authority,2020-03-23,58,232
Hillingdon,E09000017,Upper tier local authority,2020-03-23,17,114
Hounslow,E09000018,Upper tier local authority,2020-03-23,17,113
Isle of Wight,E06000046,Upper tier local authority,2020-03-23,2,10
Islington,E09000019,Upper tier local authority,2020-03-23,23,104
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-23,8,106
Kent,E10000016,Upper tier local authority,2020-03-23,47,169
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-03-23,0,0
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-23,11,48
Kirklees,E08000034,Upper tier local authority,2020-03-23,4,28
Knowsley,E08000011,Upper tier local authority,2020-03-23,1,12
Lambeth,E09000022,Upper tier local authority,2020-03-23,28,252
Lancashire,E10000017,Upper tier local authority,2020-03-23,35,120
Leeds,E08000035,Upper tier local authority,2020-03-23,16,68
Leicester,E06000016,Upper tier local authority,2020-03-23,11,44
Leicestershire,E10000018,Upper tier local authority,2020-03-23,18,110
Lewisham,E09000023,Upper tier local authority,2020-03-23,27,149
Lincolnshire,E10000019,Upper tier local authority,2020-03-23,8,42
Liverpool,E08000012,Upper tier local authority,2020-03-23,18,90
Luton,E06000032,Upper tier local authority,2020-03-23,8,42
Manchester,E08000003,Upper tier local authority,2020-03-23,12,58
Medway,E06000035,Upper tier local authority,2020-03-23,11,46
Merton,E09000024,Upper tier local authority,2020-03-23,15,113
Middlesbrough,E06000002,Upper tier local authority,2020-03-23,1,8
Milton Keynes,E06000042,Upper tier local authority,2020-03-23,22,57
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-23,18,67
Newham,E09000025,Upper tier local authority,2020-03-23,26,112
Norfolk,E10000020,Upper tier local authority,2020-03-23,12,61
North East Lincolnshire,E06000012,Upper tier local authority,2020-03-23,2,6
